g1_id,g2_id,g3_id,race,sex,g1_educ,g2_educ,g3_educ,g1_log_income,g2_log_income,g3_log_income
573,954,1762,White,Male,Some college,College,High school,12.308630369234024,11.433141227894307,10.73766596790184
574,956,1764,White,Female,College,Some college,High school,11.304680400962997,11.243538787703002,10.763605878729685
577,959,1767,White,Female,High school,High school,Less than high school,11.303052366882591,10.248876400793007,11.785301172834835
579,961,1769,White,Female,High school,High school,College,11.501905027020369,12.012921050370753,11.528890552599279
579,962,1770,White,Female,High school,High school,Some college,11.501905027020369,11.359883183475313,11.33115497987313
580,963,1771,White,Female,High school,High school,College,11.499090066357452,12.012921050370753,11.528890552599279
581,965,1773,White,Male,High school,College,College,12.250809454611051,12.316576052844356,12.209633147960732
581,965,1775,White,Female,High school,College,College,12.250809454611051,12.316576052844356,12.213272641296708
582,966,1776,Black,Male,Less than high school,College,College,10.68520361351401,10.095222347826402,11.097892328088436
583,967,1777,Black,Male,High school,College,College,10.629292371997911,10.095222347826402,11.097892328088436
584,968,1779,Black,Female,High school,Some college,Some college,11.438165697831272,11.415767114672414,9.99533132061658
586,972,1785,White,Female,High school,High school,High school,11.28117556689952,12.095977929630665,12.715005274537486
586,974,1787,White,Female,High school,High school,High school,11.28117556689952,10.645710871701683,10.41008447624503
587,975,1788,White,Male,High school,High school,High school,11.28117556689952,12.095977929630665,11.914455295888718
587,976,1790,White,Female,High school,High school,High school,11.28117556689952,11.58652154441331,11.392166960928368
587,977,1791,White,Female,High school,High school,High school,11.28117556689952,10.645710871701683,10.41008447624503
588,978,1792,White,Female,High school,Less than high school,College,11.454367468208632,11.89929539489716,10.93784754656198
589,979,1794,White,Female,Less than high school,Less than high school,College,11.522230598864798,11.89929539489716,10.93784754656198
589,979,1795,White,Male,Less than high school,Less than high school,High school,11.522230598864798,11.89929539489716,11.27213019326679
590,980,1796,White,Male,High school,High school,Some college,11.241886779757651,11.731987901681059,10.322125769679474
591,981,1797,White,Male,Less than high school,High school,Some college,11.312927845635857,11.731987901681059,10.322125769679474
592,982,1798,White,Female,High school,Some college,College,11.77825686424231,11.389431215994955,11.358663364299966
592,983,1800,White,Male,High school,High school,High school,11.77825686424231,11.217090056244999,11.527597475575464
593,984,1802,White,Female,High school,Some college,High school,11.531258167699427,11.389431215994955,11.17606211556176
594,986,1805,White,Female,Less than high school,High school,Less than high school,11.291684333824772,11.18577892618456,10.609300325873486
595,987,1806,White,Male,Less than high school,High school,High school,11.334056381651,11.18577892618456,10.331762394313643
595,987,1807,White,Female,Less than high school,High school,Less than high school,11.334056381651,11.18577892618456,10.609300325873486
597,989,1812,White,Male,Less than high school,High school,College,10.661421278209248,10.780511309066458,11.65660509859371
597,990,1813,White,Female,Less than high school,High school,Some college,10.661421278209248,11.695451783106698,11.175416915409585
598,992,1817,White,Female,Less than high school,High school,College,10.673959313427268,10.780511309066458,11.689871999380415
598,992,1819,White,Male,Less than high school,High school,College,10.673959313427268,10.780511309066458,11.65660509859371
598,993,1821,White,Male,Less than high school,High school,High school,10.673959313427268,11.695451783106698,11.317759122440057
598,994,1822,White,Male,Less than high school,Less than high school,High school,10.673959313427268,10.65705265206282,10.588662698547418
605,1001,1832,White,Male,Less than high school,Some college,High school,11.412361810475884,11.422127843826917,11.722650210079037
606,1003,1834,White,Male,High school,Some college,Some college,11.412361810475884,11.422127843826917,11.945215882783305
606,1004,1836,White,Female,High school,High school,College,11.412361810475884,11.503412490825234,12.263383024289691
607,1005,1837,White,Male,Less than high school,High school,High school,11.521396201138709,11.508681468378589,10.64513525150552
608,1006,1838,White,Male,Less than high school,High school,High school,11.26720949948788,11.508681468378589,10.64513525150552
609,1008,1841,Black,Female,Less than high school,Less than high school,Some college,10.60496703343116,10.090788748675827,8.609657128951948
610,1009,1842,White,Male,College,College,College,11.09458986065125,11.628896714411741,10.783691128439644
612,1011,1844,Black,Male,Less than high school,High school,Some college,10.783915889821062,11.43980760504076,11.40857495890244
613,1013,1849,White,Female,High school,High school,High school,11.652365020061982,11.042534640870228,11.244380423670387
613,1014,1850,White,Female,High school,High school,College,11.652365020061982,11.556411969029432,11.516503932258608
613,1014,1851,White,Male,High school,High school,College,11.652365020061982,11.556411969029432,11.266579209601709
614,1015,1853,White,Male,High school,Some college,High school,11.693402540703351,11.870562455381512,11.723113685062714
614,1016,1854,White,Female,High school,High school,High school,11.693402540703351,11.042534640870228,10.570454014123273
614,1016,1855,White,Female,High school,High school,High school,11.693402540703351,11.042534640870228,11.244380423670387
614,1017,1857,White,Male,High school,High school,College,11.693402540703351,11.556411969029432,11.266579209601709
615,1018,1858,White,Male,High school,High school,Some college,11.56883196416402,11.684603048579888,12.007348393735453
615,1018,1860,White,Female,High school,High school,High school,11.56883196416402,11.684603048579888,12.03273224763444
615,1019,1861,White,Female,High school,Less than high school,Less than high school,11.56883196416402,11.712321827177608,11.809534697716346
615,1020,1862,White,Female,High school,High school,High school,11.56883196416402,11.544440618431041,11.117530633283344
616,1021,1863,White,Male,Less than high school,High school,Some college,11.337567124937832,11.684603048579888,12.007348393735453
616,1021,1864,White,Female,Less than high school,High school,College,11.337567124937832,11.684603048579888,12.111951830744522
616,1021,1865,White,Female,Less than high school,High school,High school,11.337567124937832,11.684603048579888,12.03273224763444
616,1022,1866,White,Female,Less than high school,Less than high school,Less than high school,11.337567124937832,11.712321827177608,11.809534697716346
617,1024,1869,Black,Male,Less than high school,Some college,College,11.227468877462712,9.543375586087928,12.255336515952909
617,1025,1870,Black,Female,Less than high school,High school,Less than high school,11.227468877462712,9.547320174049009,10.28624151132223
618,1026,1871,Black,Male,Less than high school,Some college,High school,10.674117744342464,10.930612456724347,10.996009662460505
619,1028,1874,White,Male,Less than high school,Less than high school,Some college,10.207893170252962,9.301393045114436,10.93960554214062
620,1029,1875,White,Male,Less than high school,High school,Some college,10.792818079281249,11.349862042815253,11.678694800955656
623,1032,1878,White,Male,Less than high school,High school,Some college,12.037901125644728,11.477154916838701,11.510798004039023
624,1033,1879,White,Male,High school,Some college,College,11.348867296863371,11.635222493256613,12.379855453041419
625,1035,1881,White,Male,High school,Some college,College,11.726457524342118,11.635222493256613,12.379855453041419
626,1037,1883,White,Male,Less than high school,High school,Some college,11.032081873181209,11.422235621377542,11.82012232412588
627,1038,1884,White,Male,High school,High school,Some college,11.022701280848498,11.422235621377542,11.82012232412588
628,1039,1885,White,Male,Some college,High school,High school,12.07178760982108,10.954021124233114,11.917115397036348
631,1042,1890,White,Male,High school,High school,Some college,11.824434756828918,11.36414315581757,11.14691470541848
631,1043,1893,White,Male,High school,High school,Some college,11.824434756828918,11.201475162987096,10.930713641242122
632,1045,1896,White,Male,Less than high school,High school,Some college,11.918582135763073,11.36414315581757,11.14691470541848
632,1045,1897,White,Male,Less than high school,High school,College,11.918582135763073,11.36414315581757,11.167562773556583
632,1046,1898,White,Male,Less than high school,High school,High school,11.918582135763073,11.201475162987096,10.74496086548463
632,1046,1899,White,Male,Less than high school,High school,Some college,11.918582135763073,11.201475162987096,10.930713641242122
632,1047,1900,White,Female,Less than high school,High school,Some college,11.918582135763073,11.121340193379272,11.01778645084809
632,1048,1902,White,Male,Less than high school,High school,High school,11.918582135763073,11.888485714763583,11.019669645794446
634,1051,1905,White,Female,College,Some college,College,11.707044631855885,11.72018388213481,11.711303112519092
634,1052,1906,White,Male,College,High school,College,11.707044631855885,11.238489445180893,9.527695296046556
635,1053,1907,White,Female,Less than high school,High school,High school,11.467855320720357,12.074574408030605,11.548588870855793
637,1055,1909,White,Female,Less than high school,College,College,11.7636573190884,12.249863913830184,11.262296351434662
638,1058,1912,White,Male,High school,High school,High school,11.587528703045171,12.180766440180541,12.221036956993013
639,1059,1913,White,Male,High school,Some college,College,11.68212649930804,11.790929375704733,12.14048078362225
640,1060,1914,White,Male,High school,Some college,College,11.536150172642328,11.790929375704733,12.14048078362225
641,1061,1915,White,Male,Less than high school,High school,Some college,11.971544206903456,11.873723828656049,12.064958915731722
641,1061,1916,White,Female,Less than high school,High school,Some college,11.971544206903456,11.873723828656049,11.964433985935369
642,1062,1918,White,Female,Less than high school,High school,Some college,12.01413904058338,11.873723828656049,11.964433985935369
643,1064,1920,White,Female,Less than high school,High school,Some college,11.727791479351406,10.499364714431628,11.209870948569732
644,1065,1922,White,Male,Less than high school,College,College,11.774617561324819,11.767657357337463,11.558415645303246
644,1066,1923,White,Female,Less than high school,High school,Some college,11.774617561324819,10.499364714431628,11.209870948569732
645,1067,1926,White,Male,Less than high school,High school,High school,11.460383964653438,11.491727502903096,8.517193191416238
646,1068,1928,White,Male,High school,High school,High school,11.546710222327922,11.491727502903096,8.517193191416238
647,1069,1929,White,Female,Less than high school,Some college,College,11.149861101625817,11.734285976370423,11.596889991322746
647,1070,1935,White,Female,Less than high school,High school,College,11.149861101625817,11.550772562172563,12.348532805211706
648,1071,1938,White,Female,High school,Some college,Some college,11.319263944891311,11.734285976370423,11.842549633718155
648,1071,1939,White,Female,High school,Some college,Some college,11.319263944891311,11.734285976370423,10.779767239309685
648,1072,1943,White,Female,High school,High school,College,11.319263944891311,11.550772562172563,12.348532805211706
648,1072,1944,White,Male,High school,High school,Less than high school,11.319263944891311,11.550772562172563,11.906371943793031
649,1073,1946,White,Male,College,High school,College,11.668482375050994,11.368827252658894,11.34085282605471
650,1074,1947,White,Female,High school,High school,College,11.751228450398688,11.368827252658894,11.591472373888436
650,1074,1948,White,Male,High school,High school,College,11.751228450398688,11.368827252658894,11.34085282605471
651,1075,1949,White,Male,Less than high school,College,College,11.854025976175333,12.821651447052396,11.834567254222964
652,1076,1952,White,Male,High school,Some college,Some college,11.085373158803206,11.645957399538004,11.63158195284703
654,1079,1955,Black,Female,Less than high school,High school,High school,10.87580948490125,11.071562556661844,11.03639441549174
654,1079,1957,Black,Female,Less than high school,High school,College,10.87580948490125,11.071562556661844,10.790686173160527
654,1080,1960,Black,Female,Less than high school,Less than high school,High school,10.87580948490125,11.083400057676476,10.32666538534417
654,1082,1963,Black,Female,Less than high school,High school,Some college,10.87580948490125,10.483901160308516,9.598631388952926
654,1083,1965,Black,Male,Less than high school,High school,High school,10.87580948490125,9.5860487018821825,8.517193191416238
655,1084,1968,Black,Female,Less than high school,High school,College,11.102777609944507,11.071562556661844,10.790686173160527
655,1085,1970,Black,Female,Less than high school,Less than high school,High school,11.102777609944507,11.083400057676476,10.590400453790075
655,1085,1971,Black,Female,Less than high school,Less than high school,High school,11.102777609944507,11.083400057676476,10.32666538534417
655,1086,1972,Black,Female,Less than high school,High school,Some college,11.102777609944507,10.968146772674846,10.617003950221319
655,1086,1973,Black,Male,Less than high school,High school,High school,11.102777609944507,10.968146772674846,10.991573601983516
655,1088,1975,Black,Female,Less than high school,High school,High school,11.102777609944507,9.5860487018821825,10.797215945407464
655,1088,1976,Black,Male,Less than high school,High school,High school,11.102777609944507,9.5860487018821825,8.517193191416238
656,1089,1977,White,Male,Less than high school,High school,High school,10.5347551459817,11.591211047982997,11.018425890766094
656,1089,1978,White,Male,Less than high school,High school,Some college,10.5347551459817,11.591211047982997,10.772550438126133
657,1090,1979,White,Male,Less than high school,High school,High school,10.502226940383597,11.591211047982997,11.018425890766094
658,1091,1981,White,Female,High school,Some college,High school,11.379993475217095,11.23981097635402,11.3538881611847
659,1092,1983,White,Female,College,Some college,Some college,12.103310980947855,10.272088250217653,10.797071656269324
660,1094,1986,White,Female,College,Some college,College,12.164525641012437,10.272088250217653,11.60608263452649
660,1094,1987,White,Female,College,Some college,Some college,12.164525641012437,10.272088250217653,10.797071656269324
660,1095,1988,White,Male,College,College,College,12.164525641012437,11.684652639639038,12.206978543916698
661,1096,1990,White,Male,High school,High school,High school,11.355881865761758,10.819823331921038,11.519452552042113
661,1096,1991,White,Female,High school,High school,Some college,11.355881865761758,10.819823331921038,11.732601992412052
662,1097,1992,White,Male,Some college,High school,High school,11.638905450521987,10.819823331921038,11.519452552042113
662,1097,1993,White,Female,Some college,High school,Some college,11.638905450521987,10.819823331921038,11.732601992412052
665,1101,1997,White,Female,Less than high school,High school,Some college,12.166218643162459,11.20754554300368,12.033508811152728
666,1102,1999,Black,Male,Less than high school,High school,High school,11.670443620026882,11.12809739167498,11.828653197986478
666,1102,2000,Black,Male,Less than high school,High school,Some college,11.670443620026882,11.12809739167498,11.187504813319944
667,1103,2002,Black,Male,High school,High school,High school,11.726384776536273,11.12809739167498,11.828653197986478
667,1103,2003,Black,Male,High school,High school,Some college,11.726384776536273,11.12809739167498,11.187504813319944
668,1104,2005,White,Female,High school,College,College,11.339628319472082,11.8580281888296,12.660922886927413
669,1105,2007,White,Male,Less than high school,Some college,Some college,11.928382442483496,10.783104145972594,11.283967893654134
670,1106,2008,White,Male,Less than high school,Some college,Some college,11.936798319584012,10.783104145972594,11.283967893654134
671,1107,2009,White,Male,College,College,College,11.745687783695343,12.933195416761523,11.76217997633667
672,1108,2010,White,Female,High school,Some college,College,11.751656400656465,11.498611827734246,12.054132843459787
672,1108,2011,White,Male,High school,Some college,College,11.751656400656465,11.498611827734246,12.43996667717794
672,1108,2012,White,Female,High school,Some college,College,11.751656400656465,11.498611827734246,10.003152775974755
672,1110,2015,White,Female,High school,High school,Some college,11.751656400656465,11.317612778731345,11.845057174970702
672,1110,2016,White,Male,High school,High school,Some college,11.751656400656465,11.317612778731345,11.15453576917977
672,1110,2017,White,Female,High school,High school,High school,11.751656400656465,11.317612778731345,11.050121831491026
672,1111,2019,White,Female,High school,High school,High school,11.751656400656465,12.101335115799195,11.622965440477422
674,1116,2027,White,Female,College,High school,High school,11.693152512371073,11.914504774328577,11.72229926916442
676,1119,2030,White,Female,Less than high school,College,College,11.71203685725864,11.598679839287692,10.84359011602053
677,1120,2031,White,Female,Less than high school,Some college,Some college,11.450444450967433,11.284825096831902,11.747785854393422
677,1120,2032,White,Male,Less than high school,Some college,Some college,11.450444450967433,11.284825096831902,11.533350907202829
678,1121,2034,White,Male,High school,Some college,Some college,11.450444450967433,11.284825096831902,11.533350907202829
679,1122,2035,White,Female,High school,High school,Less than high school,11.0991900698723,11.619681342118882,11.769757674921703
679,1123,2037,White,Female,High school,High school,Some college,11.0991900698723,11.500660580912264,11.87344082842729
679,1124,2038,White,Female,High school,Some college,Some college,11.0991900698723,11.560632238002409,11.243735604274429
680,1126,2041,White,Female,Less than high school,High school,Some college,11.158430177362026,11.500660580912264,11.87344082842729
680,1127,2042,White,Female,Less than high school,Some college,Some college,11.158430177362026,11.560632238002409,11.243735604274429
681,1128,2043,White,Male,Less than high school,High school,Some college,11.097740124384533,10.924386253289425,11.159263179835065
681,1129,2045,White,Female,Less than high school,High school,Some college,11.097740124384533,11.25098513193195,11.672496358499775
681,1129,2046,White,Female,Less than high school,High school,College,11.097740124384533,11.25098513193195,11.888266193541908
682,1130,2048,White,Male,High school,High school,Some college,10.999880275614125,10.924386253289425,11.159263179835065
682,1131,2049,White,Female,High school,High school,Some college,10.999880275614125,11.25098513193195,11.417801458149551
683,1132,2053,White,Female,Some college,Some college,College,11.990029024418423,12.152325139040375,11.273992391197854
689,1140,2063,White,Female,High school,High school,College,11.229611352904769,11.428509829246225,11.774198867066618
689,1141,2065,White,Female,High school,High school,High school,11.229611352904769,11.481185319565682,11.885284668216489
689,1142,2066,White,Male,High school,College,High school,11.229611352904769,11.758431449473397,11.467857691266339
690,1144,2068,White,Male,Less than high school,High school,High school,11.237301005589527,11.428509829246225,11.436798117271024
690,1144,2069,White,Male,Less than high school,High school,College,11.237301005589527,11.428509829246225,11.481480186196869
690,1144,2070,White,Female,Less than high school,High school,College,11.237301005589527,11.428509829246225,11.774198867066618
690,1146,2073,White,Male,Less than high school,College,High school,11.237301005589527,11.758431449473397,11.467857691266339
691,1147,2074,White,Female,High school,Some college,Some college,11.725097915426613,11.419036808591017,11.83936216952967
691,1148,2075,White,Male,High school,College,College,11.725097915426613,12.537091601543466,11.404812194030395
691,1148,2077,White,Female,High school,College,College,11.725097915426613,12.537091601543466,11.201671729618228
691,1149,2078,White,Male,High school,College,College,11.725097915426613,11.429208444858292,10.619647824971283
691,1149,2079,White,Female,High school,College,College,11.725097915426613,11.429208444858292,10.965501035026431
692,1150,2081,White,Male,College,Less than high school,College,11.271186040355602,12.2069017888786,10.729757865815609
693,1151,2082,White,Male,High school,Less than high school,College,11.644432140714388,12.2069017888786,10.729757865815609
694,1152,2083,White,Male,High school,College,College,11.636240138206595,12.337931217963803,11.69930752598667
694,1153,2084,White,Female,High school,College,Some college,11.636240138206595,11.545813951733093,10.108177648169836
694,1153,2085,White,Female,High school,College,College,11.636240138206595,11.545813951733093,12.044967632905825
694,1153,2086,White,Male,High school,College,Some college,11.636240138206595,11.545813951733093,11.423249836592053
695,1155,2090,White,Male,Some college,College,Some college,11.590001340117075,11.545813951733093,11.423249836592053
696,1156,2091,White,Female,College,High school,Some college,11.891288914526758,11.7768326880182,10.99422552530551
697,1157,2092,White,Female,Less than high school,High school,High school,11.19908008618226,11.407742373197726,11.444113377837967
698,1159,2098,White,Male,Less than high school,High school,High school,11.215909844868287,11.407742373197726,10.963675136669499
699,1162,2103,White,Male,Less than high school,High school,Some college,11.935819279995911,11.416422595023485,11.467494773307571
700,1163,2104,White,Male,High school,High school,College,11.91089568288858,12.033621864992972,11.304326887715838
701,1165,2110,White,Female,Less than high school,College,College,11.503389700236866,11.394711566132568,11.35933514166502
701,1167,2113,White,Male,Less than high school,Some college,College,11.503389700236866,11.528863253078875,12.117962461492382
702,1170,2118,White,Female,High school,Some college,College,11.562794650304253,11.528863253078875,10.473738170304562
703,1171,2120,White,Male,Less than high school,Less than high school,High school,10.626958857396822,10.028340032452673,10.568885831478394
703,1172,2122,White,Female,Less than high school,High school,Some college,10.626958857396822,10.843064914239912,10.873589924328302
703,1173,2123,White,Male,Less than high school,High school,High school,10.626958857396822,11.012012732964171,10.75445870443178
703,1174,2125,White,Male,Less than high school,Less than high school,Less than high school,10.626958857396822,10.697578992653387,11.085839914093107
703,1175,2126,White,Male,Less than high school,Less than high school,Some college,10.626958857396822,11.12958480142132,11.650762541698086
703,1175,2127,White,Female,Less than high school,Less than high school,Some college,10.626958857396822,11.12958480142132,11.597644152988979
703,1176,2129,White,Male,Less than high school,Less than high school,Less than high school,10.626958857396822,10.387072489731636,10.67151332939454
703,1177,2130,White,Female,Less than high school,High school,Some college,10.626958857396822,11.256005215808592,8.94980629750058
703,1178,2132,White,Male,Less than high school,Less than high school,High school,10.626958857396822,10.384832769715027,9.75063706076753
706,1181,2138,White,Male,High school,High school,Some college,11.401299772657579,11.94062667375583,11.40530952131997
706,1181,2140,White,Female,High school,High school,College,11.401299772657579,11.94062667375583,11.326375208119185
706,1182,2141,White,Female,High school,High school,High school,11.401299772657579,10.624891595543808,11.784585429778472
707,1184,2143,White,Male,High school,High school,Some college,11.470359140800193,11.94062667375583,11.40530952131997
707,1184,2144,White,Male,High school,High school,Some college,11.470359140800193,11.94062667375583,11.219963260569122
707,1185,2146,White,Female,High school,High school,High school,11.470359140800193,10.624891595543808,11.784585429778472
710,1189,2152,Black,Male,High school,Less than high school,High school,11.15731847086291,11.13207624722729,11.249610652762824
710,1189,2153,Black,Male,High school,Less than high school,High school,11.15731847086291,11.13207624722729,10.03658982047572
710,1189,2154,Black,Female,High school,Less than high school,Some college,11.15731847086291,11.13207624722729,10.911549840731608
711,1190,2156,White,Female,Less than high school,High school,High school,11.195085041166493,11.341889617525997,11.693681425804844
711,1191,2157,White,Female,Less than high school,Some college,College,11.195085041166493,11.50940439353799,11.28313042519864
713,1193,2159,White,Male,Less than high school,Some college,College,11.363910583565294,11.56265268513428,10.909115812729903
715,1195,2161,White,Female,Some college,College,College,11.606396219148012,11.86977747719834,11.681877050450108
716,1197,2165,White,Female,College,College,College,11.809094367972495,12.01781962505558,12.073879948922194
717,1199,2169,White,Female,Some college,College,College,11.81872437501657,12.01781962505558,12.231416988943977
718,1201,2175,White,Female,High school,High school,High school,11.378168941206516,10.864749717056243,10.889347051124465
719,1203,2177,White,Male,High school,High school,High school,11.369203406730572,10.224332965918233,10.098307093747344
719,1204,2180,White,Female,High school,High school,High school,11.369203406730572,10.864749717056243,10.889347051124465
719,1205,2181,White,Female,High school,Some college,Some college,11.369203406730572,11.57510168062646,11.673236639430916
721,1208,2185,White,Male,Less than high school,High school,Some college,10.796153832640735,11.406398224963251,11.741123832592292
723,1210,2187,White,Female,Some college,High school,Some college,11.027507655366568,12.102243632495135,10.101014687222168
725,1212,2189,White,Male,High school,Some college,College,12.208670621106238,11.66329859963102,11.64825659296013
725,1212,2190,White,Male,High school,Some college,Some college,12.208670621106238,11.66329859963102,9.957535297432418
726,1213,2191,White,Male,High school,Some college,College,12.242890993904869,11.66329859963102,11.64825659296013
726,1213,2192,White,Male,High school,Some college,Some college,12.242890993904869,11.66329859963102,9.957535297432418
727,1214,2193,White,Male,Less than high school,Less than high school,High school,11.468929363434116,11.169174201402381,11.382502179005586
728,1215,2194,White,Female,High school,High school,College,11.05212961313248,11.596620833135704,11.535388202909678
728,1215,2195,White,Female,High school,High school,Some college,11.05212961313248,11.596620833135704,11.1310502469053
728,1216,2196,White,Male,High school,Some college,Some college,11.05212961313248,11.948083489679728,12.626203371453302
729,1217,2199,White,Female,Less than high school,High school,College,11.096722046263613,11.596620833135704,11.535388202909678
729,1217,2200,White,Female,Less than high school,High school,Some college,11.096722046263613,11.596620833135704,11.1310502469053
730,1219,2205,White,Female,College,Some college,High school,11.386114986376981,11.142529834593283,10.203951247899868
730,1220,2206,White,Male,College,High school,Some college,11.386114986376981,11.408829039441443,11.280370080337146
731,1224,2211,White,Female,High school,Some college,College,11.540808377804519,10.969235994548269,11.901049459928808
732,1225,2212,White,Male,High school,High school,Some college,10.487321484308964,11.227788067979581,11.743314465563401
735,1228,2215,White,Male,High school,High school,High school,11.229678918428286,11.722574372275533,11.830280389040603
736,1230,2219,White,Female,Less than high school,High school,Less than high school,11.325040973411625,11.46205603068641,12.298017757645347
736,1230,2220,White,Male,Less than high school,High school,Some college,11.325040973411625,11.46205603068641,11.265250420970215
737,1232,2222,White,Female,High school,High school,Some college,11.427947140577828,11.572432924826156,11.383703771873371
737,1233,2224,White,Female,High school,High school,Less than high school,11.427947140577828,11.46205603068641,11.776027178524576
737,1234,2227,White,Female,High school,Some college,Some college,11.427947140577828,10.788215433976067,11.58290817999232
738,1235,2229,White,Female,Less than high school,Less than high school,High school,10.771665295061295,10.736422908598955,10.845585727390915
738,1235,2230,White,Female,Less than high school,Less than high school,High school,10.771665295061295,10.736422908598955,11.522288750285679
738,1236,2231,White,Male,Less than high school,High school,High school,10.771665295061295,11.567604869576504,10.801938319255074
739,1237,2232,White,Male,High school,Less than high school,High school,10.603116582283509,10.736422908598955,11.668155707024491
739,1237,2234,White,Female,High school,Less than high school,High school,10.603116582283509,10.736422908598955,11.522288750285679
740,1239,2236,White,Male,Less than high school,High school,Some college,11.419864118693198,11.174103962884573,11.397998716306855
740,1240,2239,White,Female,Less than high school,High school,College,11.419864118693198,11.179400339888133,11.906546744494051
741,1241,2240,White,Male,High school,High school,Some college,11.419864118693198,11.174103962884573,11.397998716306855
741,1242,2243,White,Female,High school,High school,College,11.419864118693198,11.179400339888133,11.906546744494051
743,1244,2246,White,Female,High school,High school,College,11.273739204540345,11.626892385051228,11.961498287888363
743,1244,2247,White,Female,High school,High school,College,11.273739204540345,11.626892385051228,11.587894138889725
744,1245,2248,White,Female,Less than high school,Some college,College,11.376384364043284,11.545140506773262,10.802296742588851
748,1250,2253,White,Male,College,Some college,High school,11.703860343742718,11.817314658343149,12.561850689119549
750,1253,2256,White,Male,Some college,Some college,College,11.80158378488767,11.95095252777549,12.093533452804818
750,1255,2261,White,Male,Some college,High school,College,11.80158378488767,12.046982436950994,12.531766603843234
751,1256,2262,White,Male,Less than high school,Some college,College,11.79595117996667,11.95095252777549,12.093533452804818
751,1258,2266,White,Female,Less than high school,High school,Some college,11.79595117996667,12.046982436950994,11.755386056121194
752,1259,2269,White,Female,Less than high school,Less than high school,Some college,10.928310844207374,11.812199556069224,11.00867771705055
752,1260,2271,White,Female,Less than high school,Less than high school,Less than high school,10.928310844207374,10.389342536596553,11.128497498383846
753,1262,2276,White,Female,Less than high school,Less than high school,High school,10.732500122779877,10.389342536596553,9.685622596141126
753,1262,2278,White,Female,Less than high school,Less than high school,High school,10.732500122779877,10.389342536596553,9.902419708599602
754,1263,2280,White,Female,Less than high school,High school,Some college,10.99826819566899,11.188441848925265,11.336310635803917
755,1265,2283,White,Male,Less than high school,High school,College,11.312302673206181,11.864502712919439,11.600299859076317
755,1265,2284,White,Male,Less than high school,High school,College,11.312302673206181,11.864502712919439,12.28638857332981
755,1266,2286,White,Male,Less than high school,Some college,Some college,11.312302673206181,11.24410918315973,11.4238139021853
756,1267,2287,White,Male,Less than high school,High school,College,11.229984994002848,11.864502712919439,12.019591460978534
756,1268,2291,White,Male,Less than high school,Some college,Some college,11.229984994002848,11.24410918315973,11.4238139021853
758,1270,2293,White,Female,High school,High school,High school,11.730752552260435,11.369397393730173,11.69564615518709
759,1271,2294,White,Male,Less than high school,College,Some college,11.584772901532848,11.557588112905176,11.711539805315226
759,1272,2295,White,Female,Less than high school,College,College,11.584772901532848,11.086935656534248,11.58023250779653
760,1273,2297,Black,Male,High school,College,Some college,11.036740563060373,11.724504750731404,10.63322802755924
760,1273,2298,Black,Male,High school,College,College,11.036740563060373,11.724504750731404,10.862696362778896
761,1275,2300,White,Female,High school,High school,High school,11.287391798263373,11.824904630914295,11.40061500602159
761,1275,2301,White,Female,High school,High school,Less than high school,11.287391798263373,11.824904630914295,11.060971847515093
762,1276,2302,White,Male,High school,High school,College,11.466615146441091,11.569057584715507,11.621534647035702
764,1280,2308,White,Male,High school,High school,High school,11.60717273840431,11.219031611755787,10.512659753173589
764,1280,2309,White,Female,High school,High school,High school,11.60717273840431,11.219031611755787,11.573795295884988
766,1283,2312,White,Female,Less than high school,High school,High school,10.084031881120746,11.0780489787071,9.865488577295281
767,1284,2313,White,Male,High school,High school,High school,11.818192667646061,12.019093573022026,11.383789664814618
767,1284,2314,White,Male,High school,High school,Less than high school,11.818192667646061,12.019093573022026,12.029115194332222
768,1286,2317,White,Female,Less than high school,High school,Some college,10.981392753622817,11.515609733435632,11.242845096102347
768,1287,2320,White,Male,Less than high school,Less than high school,Some college,10.981392753622817,11.504631774031155,11.985145099601517
769,1288,2322,White,Female,Less than high school,High school,College,10.978598983175603,11.492921106956105,12.027825347080489
769,1289,2324,White,Male,Less than high school,High school,High school,10.978598983175603,11.515609733435632,9.205845454850131
769,1290,2326,White,Male,Less than high school,Less than high school,Some college,10.978598983175603,11.504631774031155,11.985145099601517
770,1291,2327,White,Female,Less than high school,High school,High school,11.477312142466282,11.787809598325287,11.23819215084092
770,1291,2328,White,Male,Less than high school,High school,High school,11.477312142466282,11.787809598325287,11.415842749239056
770,1292,2329,White,Male,Less than high school,High school,High school,11.477312142466282,10.850502437210245,11.657341621936887
770,1293,2331,White,Male,Less than high school,High school,Some college,11.477312142466282,11.250630692811725,11.418868887991565
770,1293,2332,White,Male,Less than high school,High school,High school,11.477312142466282,11.250630692811725,10.761619096851197
771,1294,2334,White,Female,Less than high school,High school,High school,11.148524520273684,11.787809598325287,11.23819215084092
771,1296,2338,White,Male,Less than high school,High school,Some college,11.148524520273684,11.250630692811725,11.418868887991565
771,1296,2340,White,Female,Less than high school,High school,Some college,11.148524520273684,11.250630692811725,11.630743116705233
772,1298,2343,White,Male,Less than high school,High school,High school,11.134621793238818,10.058288935566514,10.452284830735406
773,1300,2346,White,Male,Less than high school,High school,High school,11.118321171617998,10.058288935566514,10.452284830735406
776,1303,2350,White,Male,Some college,High school,High school,11.406774502284678,11.376508561437413,10.580851122410543
